ArticleId,Labels
66236,103
66237,175
66238,103
66239,103
66240,103
66241,64
66242,103
66243,64
66244,64
66245,103
66246,103
66247,103
66248,103
66249,36
66250,103
66251,103
66252,103
66253,200
66254,200
66255,103
66256,103
66257,159 164
66258,103
66259,138
66260,103
66261,103
66262,103
66263,103
66264,9
66265,103
66266,138
66267,200
66268,138
66269,200
66270,103
66271,200
66272,103
66273,103
66274,103
66275,167
66276,47
66277,81
66278,200
66279,167
66280,103
66281,103
66282,180
66283,103
66284,103
66285,8
66286,103
66287,30
66288,180
66289,103
66290,103
66291,162
66292,36
66293,103
66294,103
66295,81
66296,103
66297,34
66298,103
66299,103
66300,103
66301,103
66302,183 185 186
66303,64
66304,103
66305,103
66306,45
66307,181
66308,103
66309,103
66310,177 200
66311,103
66312,200
66313,200
66314,103
66315,103
66316,181
66317,103
66318,103
66319,200
66320,103
66321,200
66322,103
66323,196
66324,103
66325,103
66326,49
66327,103
66328,103
66329,103
66330,103
66331,178
66332,103
66333,200
66334,175
66335,103
66336,103
66337,42 103
66338,2
66339,113
66340,9 42 103
66341,103
66342,103
66343,103
66344,103
66345,103
66346,103
66347,138
66348,103
66349,175
66350,61
66351,103
66352,103
66353,180
66354,167
66355,200
66356,200
66357,200
66358,167
66359,103
66360,200
66361,200
66362,103
66363,180
66364,180
66365,103
66366,200
66367,103
66368,103
66369,200
66370,185 186
66371,177 200
66372,42 103
66373,103
66374,103
66375,36
66376,103
66377,36
66378,103
66379,32
66380,103
66381,103
66382,200
66383,103
66384,177
66385,103
66386,103
66387,103
66388,103
66389,200
66390,200
66391,200
66392,200
66393,103
66394,2
66395,103
66396,103
66397,103
66398,103
66399,103
66400,64
66401,103
66402,103
66403,181
66404,64
66405,81
66406,103
66407,103
66408,2
66409,103
66410,2
66411,103
66412,34
66413,136
66414,81
66415,103
66416,103
66417,103
66418,34
66419,200
66420,45
66421,34
66422,200
66423,103
66424,103
66425,200
66426,103
66427,200
66428,103
66429,103
66430,45
66431,167
66432,103
66433,103
66434,103
66435,103
66436,103
66437,103
66438,64
66439,51 167
66440,103
66441,103
66442,103
66443,103
66444,107
66445,9 42 103
66446,103
66447,162
66448,103
66449,103
66450,36
66451,103
66452,103
66453,103
66454,103
66455,81
66456,103
66457,103
66458,103
66459,103
66460,81 136
66461,81
66462,51
66463,103
66464,103
66465,103
66466,9 42 103
66467,103
66468,103
66469,103
66470,34 36
66471,103
66472,103
66473,103
66474,103
66475,103
66476,200
66477,103
66478,103
66479,103
66480,103
66481,98
66482,103
66483,103
66484,9 42 103
66485,103
66486,103
66487,103
66488,61
66489,167
66490,103
66491,103
66492,103
66493,113
66494,103
66495,103
66496,103
66497,113
66498,45
66499,103
66500,103 113
66501,103
66502,103
66503,51 181
66504,3
66505,81
66506,81
66507,103
66508,200
66509,103
66510,103
66511,103
66512,200
66513,45
66514,2
66515,103
66516,103
66517,103
66518,103
66519,2
66520,103
66521,103
66522,103
66523,138
66524,47 186
66525,103
66526,47
66527,103
66528,81
66529,81
66530,81
66531,81
66532,81 136
66533,81
66534,103
66535,103
66536,103
66537,103
66538,45
66539,103
66540,49
66541,49
66542,45 181
66543,103
66544,118
66545,103
66546,200
66547,103
66548,103
66549,34
66550,36
66551,103
66552,103
66553,103
66554,103
66555,200
66556,200
66557,103
66558,36
66559,36
66560,103
66561,34 36
66562,34
66563,103
66564,34 36
66565,36
66566,34
66567,36
66568,34
66569,103
66570,34 36
66571,34 36
66572,103
66573,34
66574,34 36
66575,9 103 113
66576,138
66577,61
66578,103
66579,103
66580,103
66581,103 113
66582,181
66583,103
66584,103
66585,177
66586,103
66587,103
66588,103
66589,103
66590,103
66591,8
66592,103
66593,103
66594,200
66595,9 103
66596,103
66597,34
66598,103
66599,103
66600,36
66601,103
66602,103
66603,36
66604,103
66605,103
66606,103
66607,103
66608,103
66609,103
66610,103
66611,103
66612,103
66613,86 193
66614,103
66615,103
66616,103
66617,103
66618,103
66619,103
66620,9 103
66621,103
66622,11
66623,103
66624,103
66625,103
66626,103
66627,103
66628,103
66629,177
66630,200
66631,81
66632,81
66633,103
66634,81
66635,177
66636,103
66637,200
66638,103
66639,103
66640,200
66641,200
66642,200
66643,103
66644,103
66645,138
66646,30
66647,200
66648,200
66649,200
66650,103
66651,103
66652,200
66653,9 103 110 113
66654,200
66655,200
66656,103
66657,103
66658,200
66659,103
66660,103
66661,103
66662,103
66663,2
66664,175
66665,45
66666,103
66667,103
66668,175
66669,103
66670,181
66671,103 110
66672,103
66673,2
66674,34 36
66675,103
66676,103
66677,103
66678,103
66679,103
66680,45
66681,45
66682,8 180
66683,200
66684,8
66685,103
66686,103
66687,103
66688,103
66689,103
66690,200
66691,103
66692,49
66693,103
66694,103
66695,45
66696,103
66697,45 200
66698,103
66699,200
66700,103
66701,103
66702,103
66703,103
66704,103
66705,200
66706,103
66707,103
66708,103
66709,200
66710,200
66711,103
66712,200
66713,103
66714,200
66715,177
66716,45 175
66717,103
66718,2
66719,81
66720,103
66721,103
66722,103
66723,36
66724,103
66725,103
66726,103
66727,9 103
66728,81
66729,45 200
66730,103
66731,49
66732,2
66733,47
66734,195
66735,103
66736,103
66737,2
66738,103
66739,103
66740,49
66741,81
66742,103
66743,103
66744,49
66745,103
66746,103
66747,9 103 113
66748,103
66749,103
66750,138
66751,103
66752,200
66753,9 42 103
66754,103
66755,103
66756,103
66757,2
66758,98
66759,103
66760,103
66761,103
66762,103
66763,103
66764,9 103
66765,103
66766,103
66767,103
66768,8
66769,103
66770,103
66771,200
66772,103
66773,103
66774,103
66775,45
66776,103
66777,45
66778,49
66779,118
66780,45
66781,103
66782,103
66783,103
66784,103
66785,138
66786,103
66787,103
66788,103
66789,2
66790,103
66791,45
66792,103
66793,45
66794,181
66795,200
66796,200
66797,200
66798,103
66799,45
66800,45
66801,103
66802,200
66803,103
66804,103
66805,103
66806,103
66807,103
66808,45
66809,47
66810,103
66811,103
66812,45
66813,183 185 186
66814,103
66815,103
66816,152
66817,103
66818,103
66819,103
66820,103
66821,103
66822,103
66823,103
66824,103
66825,175
66826,103
66827,103
66828,103
66829,170
66830,45
66831,103
66832,138
66833,103
66834,103
66835,103
66836,103
66837,45
66838,103
66839,36
66840,103
66841,200
66842,103
66843,103
66844,103
66845,103
66846,103
66847,103
66848,103
66849,103
66850,103
66851,103
66852,103
66853,200
66854,200
66855,200
66856,103
66857,81
66858,103
66859,103
66860,81
66861,103
66862,103
66863,103
66864,103
66865,103
66866,103
66867,103
66868,200
66869,200
66870,103
66871,175
66872,186
66873,103
66874,103
66875,2
66876,103
66877,162
66878,49
66879,103
66880,103
66881,103
66882,103
66883,49
66884,103
66885,103
66886,200
66887,103
66888,103
66889,49
66890,103
66891,162
66892,200
66893,103
66894,113 181
66895,36
66896,103
66897,36
66898,103
66899,103
66900,183 185 186
66901,103
66902,2
66903,103
66904,162
66905,103
66906,103
66907,103
66908,103
66909,103
66910,103
66911,162
66912,162
66913,103
66914,103
66915,64
66916,103
66917,103
66918,103
66919,186
66920,51
66921,103
66922,103
66923,103
66924,103
66925,138
66926,103
66927,103
66928,61
66929,181
66930,103
66931,103
66932,103
66933,103
66934,103
66935,103
66936,36
66937,103
66938,103
66939,45
66940,103
66941,103
66942,103
66943,103
66944,36
66945,103
66946,36
66947,103
66948,103
66949,103
66950,200
66951,103
66952,103
66953,36
66954,103
66955,103
66956,49
66957,81
66958,81
66959,9 103
66960,103
66961,103
66962,103
66963,103
66964,103
66965,103
66966,103
66967,8
66968,103
66969,8 170
66970,170
66971,30
66972,103
66973,103
66974,103
66975,103
66976,103
66977,170
66978,103
66979,170
66980,170
66981,103
66982,103
66983,170
66984,8
66985,103
66986,103
66987,8 180
66988,170
66989,103
66990,36
66991,8 180
66992,103
66993,180
66994,103
66995,200
66996,103
66997,103
66998,103 110
66999,103
67000,103
67001,200
67002,103
67003,103
67004,200
67005,103
67006,103
67007,103
67008,103
67009,103
67010,103
67011,175
67012,103
67013,103
67014,103
67015,170
67016,103
67017,103
67018,103
67019,103
67020,103
67021,200
67022,103
67023,103
67024,200
67025,103
67026,49
67027,103
67028,103
67029,200
67030,103
67031,103
67032,45
67033,103
67034,103
67035,113
67036,103
67037,103
67038,200
67039,45 181
67040,45
67041,45
67042,103
67043,103
67044,9 103 110 113
67045,45 175
67046,200
67047,103
67048,103
67049,103
67050,167
67051,103
67052,103
67053,103
67054,162
67055,181
67056,45
67057,103
67058,103
67059,200
67060,103
67061,103
67062,103
67063,103
67064,103
67065,81
67066,103
67067,2
67068,200
67069,103
67070,200
67071,103
67072,103
67073,103
67074,103
67075,103
67076,103
67077,162
67078,103
67079,103
67080,200
67081,181
67082,103
67083,103
67084,103
67085,103
67086,103
67087,34 36
67088,103
67089,32
67090,103
67091,98
67092,103
67093,64
67094,36
67095,195
67096,103
67097,36
67098,162
67099,103
67100,103
67101,81
67102,103
67103,162
67104,103
67105,103
67106,36
67107,103
67108,103
67109,103
67110,200
67111,103
67112,81
67113,81
67114,103
67115,34 36
67116,103
67117,103
67118,103
67119,175
67120,81
67121,45 181
67122,103
67123,2 103
67124,103
67125,81
67126,36
67127,103
67128,103
67129,103
67130,103
67131,103
67132,34 36
67133,81
67134,34 36
67135,36
67136,103
67137,36
67138,36
67139,32
67140,64
67141,36
67142,103
67143,64
67144,103
67145,103
67146,103
67147,103
67148,36
67149,34 36
67150,49
67151,64
67152,64
67153,64
67154,103
67155,103
67156,103
67157,36
67158,34 81
67159,103
67160,64
67161,34 36
67162,186
67163,103
67164,103
67165,103
67166,103
67167,200
67168,200
67169,34 36
67170,32
67171,34
67172,64
67173,103
67174,36
67175,103
67176,47
67177,34 36
67178,47
67179,103
67180,47
67181,186
67182,64
67183,103
67184,103
67185,103
67186,103
67187,103
67188,103
67189,200
67190,103
67191,30
67192,103
67193,103
67194,200
67195,103
67196,103
67197,103
67198,103
67199,98
67200,103
67201,103
67202,200
67203,103
67204,103
67205,103
67206,103
67207,103
67208,64
67209,103
67210,103
67211,103
67212,103
67213,103
67214,138
67215,200
67216,200
67217,103
67218,45
67219,103
67220,103
67221,103
67222,177
67223,103
67224,103
67225,186
67226,103
67227,103
67228,103
67229,9 42 103
67230,103
67231,103
67232,103
67233,103 113 167
67234,175
67235,2
67236,103
67237,103
67238,103
67239,200
67240,170
67241,200
67242,103
67243,8
67244,103
67245,103
67246,200
67247,200
67248,200
67249,200
67250,103
67251,200
67252,2 59 107
67253,103
67254,200
67255,103
67256,103
67257,9 42 103
67258,103
67259,181
67260,103
67261,30
67262,103
67263,181
67264,103
67265,103
67266,9 103
67267,103
67268,8
67269,175
67270,103
67271,103
67272,200
67273,200
67274,103
67275,200
67276,200
67277,200
67278,200
67279,103
67280,200
67281,103
67282,103
67283,118
67284,103
67285,103
67286,45
67287,2
67288,2
67289,103
67290,103
67291,103
67292,103
67293,103
67294,103
67295,103
67296,103
67297,103
67298,180
67299,103
67300,103
67301,180
67302,49
67303,103
67304,186
67305,103
67306,103
67307,162
67308,103
67309,183 185
67310,103
67311,103
67312,103
67313,103
67314,103
67315,103
67316,200
67317,200
67318,45
67319,177 200
67320,103
67321,49
67322,200
67323,103
67324,103
67325,181
67326,103
67327,103
67328,200
67329,103
67330,200
67331,103
67332,103
67333,103
67334,103
67335,103
67336,200
67337,98
67338,103
67339,175 181
67340,103
67341,103
67342,30 175
67343,103
67344,2
67345,42 103
67346,9 103 113
67347,200
67348,200
67349,103
67350,200
67351,200
67352,45
67353,200
67354,200
67355,200
67356,103
67357,181
67358,103
67359,103
67360,200
67361,103
67362,103
67363,103
67364,181
67365,45
67366,103
67367,103
67368,103
67369,103
67370,175
67371,45 181
67372,103
67373,103
67374,9 45 103 113
67375,103
67376,42 103
67377,103
67378,181
67379,103 167
67380,103
67381,103
67382,2
67383,103
67384,103
67385,103
67386,51 181
67387,103
67388,103
67389,103
67390,103
67391,81
67392,103
67393,9 103
67394,200
67395,103
67396,103
67397,200
67398,2
67399,200
67400,103
67401,103
67402,103
67403,9 103
67404,8
67405,103
67406,81
67407,2
67408,181
67409,9 103 113
67410,103
67411,103
67412,103
67413,98
67414,103
67415,81 136
67416,103
67417,81
67418,81
67419,103
67420,103
67421,103
67422,103
67423,103
67424,103
67425,103
67426,103
67427,11
67428,103
67429,103
67430,36
67431,36
67432,103
67433,193
67434,103
67435,103
67436,183 185 186
67437,103
67438,103
67439,103
67440,103
67441,103
67442,103
67443,162
67444,103
67445,103
67446,162
67447,98
67448,34
67449,103
67450,45
67451,113
67452,103
67453,103
67454,36
67455,103
67456,200
67457,103
67458,200
67459,36
67460,103
67461,103
67462,9 45 103
67463,42 103
67464,42 103
67465,45
67466,200
67467,98
67468,118 196
67469,103
67470,200
67471,36
67472,103
67473,167
67474,186
67475,36
67476,123
67477,9 45 103
67478,103
67479,103
67480,113
67481,175
67482,200
67483,45
67484,35
67485,103
67486,103
67487,103
67488,103
67489,42 103
67490,193
67491,103
67492,103
67493,49
67494,103
67495,103
67496,113
67497,200
67498,200
67499,103
67500,103
67501,103
67502,36
67503,103
67504,8 170
67505,103
67506,186
67507,103
67508,98
67509,200
67510,103
67511,103
67512,103
67513,162
67514,36
67515,200
67516,200
67517,103
67518,200
67519,200
67520,200
67521,103
67522,200
67523,2 9 103 181
67524,103
67525,103
67526,200
67527,64
67528,200
67529,103
67530,103
67531,36
67532,200
67533,103
67534,200
67535,200
67536,2
67537,103
67538,103 113
67539,45
67540,45
67541,103
67542,42 45 103
67543,103
67544,183
67545,103
67546,45
