ArticleId,Labels
65284,124 26
65285,13 139 10
65286,23 36
65287,36 112
65288,89 180
65289,174 134
65290,93 91 197
65291,174 90 55
65292,69 144 146
65293,16 157
65294,189 203 93
65295,21 64 145
65296,45 182
65297,86 166 185
65298,6 73 107
65299,159 41 107
65300,134 1 47
65301,125 67 35
65302,46 36
65303,98 32 73
65304,93 25
65305,54 66
65306,172 148 135
65307,189 198 37
65308,88 189
65309,1 47
65310,50 40 183
65311,163 166 130
65312,100 196 138
65313,150 75 123
65314,95 86
65315,44 77
65316,95 174
65317,104 188 121
65318,78 123
65319,37 142 52
65320,17 117
65321,74 141
65322,15 92 102
65323,149 133
65324,186 78
65325,31 2
65326,188 119 58
65327,99 123
65328,113 167 75
65329,134 199 149
65330,104 105
65331,58 200 192
65332,39 134 80
65333,20 47 182
65334,160 54
65335,147 185 13
65336,85 107 172
65337,135 120
65338,26 25
65339,181 171 44
65340,105 16 107
65341,138 199 84
65342,45 174
65343,169 112
65344,105 100 2
65345,47 120
65346,125 177 106
65347,20 192
65348,75 90
65349,156 66
65350,34 96
65351,170 103
65352,61 81
65353,108 75 2
65354,14 128 166
65355,67 45
65356,62 50 26
65357,71 27
65358,111 95
65359,188 76
65360,194 153 49
65361,2 116 155
65362,107 57
65363,122 86
65364,97 181
65365,93 115 70
65366,6 128
65367,121 1
65368,172 8
65369,88 118 158
65370,157 195 95
65371,9 62 8
65372,129 40
65373,46 54
65374,159 181
65375,82 75
65376,77 97
65377,126 27 139
65378,49 170
65379,78 4
65380,68 161 8
65381,174 3
65382,53 169 11
65383,127 22 18
65384,111 155 155
65385,191 18 132
65386,63 63
65387,132 74 151
65388,114 56
65389,71 37
65390,181 67
65391,69 11
65392,128 89
65393,146 148 128
65394,174 75
65395,5 114
65396,65 49
65397,153 142
65398,26 158 139
65399,198 111 14
65400,131 128 18
65401,110 82 183
65402,44 181
65403,169 148 27
65404,125 77
65405,180 78 54
65406,76 100
65407,18 69 112
65408,163 105
65409,122 10 200
65410,66 119 79
65411,172 118
65412,86 162 85
65413,4 85
65414,160 164
65415,196 9 79
65416,56 78 48
65417,87 193
65418,179 12 179
65419,152 4 121
65420,132 164
65421,41 121
65422,203 36
65423,54 71 181
65424,138 188
65425,199 89 172
65426,30 182 148
65427,62 97 15
65428,56 103
65429,13 126
65430,147 147 32
65431,130 157 27
65432,117 99 69
65433,54 72
65434,177 128 202
65435,32 112
65436,188 113 151
65437,174 116
65438,68 178
65439,96 42
65440,27 76 83
65441,5 177
65442,177 102 65
65443,121 57
65444,19 135 47
65445,24 52 95
65446,52 24 135
65447,114 97
65448,94 100 111
65449,129 10 25
65450,65 143
65451,164 153 122
65452,125 34
65453,98 186
65454,128 43
65455,105 1 90
65456,163 52 169
65457,61 128 70
65458,167 39 117
65459,177 48 145
65460,123 184
65461,101 183
65462,70 4
65463,15 133 180
65464,136 57 71
65465,113 94
65466,160 113 79
65467,97 148 56
65468,166 192
65469,107 59 130
65470,56 29
65471,154 143 186
65472,185 129
65473,109 10 194
65474,49 135 151
65475,33 119 138
65476,151 130 122
65477,126 66 170
65478,126 30 36
65479,119 124 68
65480,100 28
65481,159 80
65482,113 191
65483,31 120 199
65484,110 147 95
65485,148 134
65486,55 95
65487,109 122
65488,145 185
65489,128 146 22
65490,107 9 111
65491,110 149
65492,112 203 112
65493,176 17
65494,146 110 106
65495,141 202
65496,15 98
65497,90 100
65498,74 86 123
65499,198 158 115
65500,101 64 141
65501,73 143 21
65502,53 28
65503,76 54
65504,176 84
65505,141 79 173
65506,122 20 78
65507,4 37
65508,123 174
65509,20 110
65510,16 142
65511,146 185
65512,129 180
65513,13 24
65514,77 11 18
65515,86 183 103
65516,64 102 41
65517,129 10
65518,23 52
65519,156 37 178
65520,23 203 122
65521,137 79
65522,99 165
65523,168 179
65524,74 21 199
65525,109 23
65526,106 198 51
65527,24 177
65528,103 40 32
65529,84 132 159
65530,8 168 159
65531,172 182
65532,91 20
65533,188 156
65534,142 203 12
65535,123 191
65536,76 180
65537,53 20
65538,168 86
65539,155 62
65540,54 122
65541,6 18 188
65542,153 146
65543,197 142
65544,87 66
65545,110 42 12
65546,64 4
65547,103 179
65548,106 43 194
65549,43 174
65550,75 64
65551,42 14
65552,13 171
65553,139 107 103
65554,129 162
65555,8 140
65556,51 13
65557,14 146
65558,17 105
65559,123 54
65560,190 144 162
65561,182 173 4
65562,183 104 8
65563,118 94
65564,81 145 50
65565,60 167 178
65566,140 128
65567,94 22 174
65568,5 84 138
65569,183 38
65570,45 80
65571,65 2 77
65572,196 38
65573,140 164
65574,122 165 68
65575,185 173 80
65576,67 88 81
65577,110 46
65578,106 10
65579,64 123
65580,135 114
65581,175 65 50
65582,202 118
65583,139 201
65584,134 15
65585,141 184
65586,91 189
65587,202 30 74
65588,79 185 130
65589,154 37 10
65590,81 56
65591,74 118
65592,199 37
65593,203 47
65594,73 134
65595,65 185
65596,191 127
65597,84 27
65598,41 197
65599,127 100
65600,47 25
65601,70 92 7
65602,180 186 110
65603,13 129 195
65604,190 2 7
65605,106 13 30
65606,17 5
65607,103 119
65608,161 55
65609,143 201
65610,74 188
65611,88 67
65612,108 118
65613,100 173
65614,58 72
65615,188 185
65616,31 195 40
65617,108 169 171
65618,72 81
65619,173 130
65620,14 116 26
65621,144 76 191
65622,202 63
65623,190 77
65624,60 143
65625,114 202
65626,70 56
65627,77 190 32
65628,49 5
65629,193 193 44
65630,186 75
65631,106 202
65632,54 166
65633,146 151 57
65634,152 63 151
65635,187 149 185
65636,152 77 123
65637,59 122 201
65638,182 202
65639,156 119
65640,49 32 166
65641,15 84 104
65642,53 126
65643,135 176
65644,201 190
65645,138 16
65646,60 15 34
65647,196 120
65648,100 104
65649,156 181
65650,39 192 121
65651,86 74 170
65652,81 120 107
65653,143 34
65654,63 77
65655,91 150 155
65656,95 31 201
65657,95 114
65658,36 152
65659,76 61 48
65660,8 163 68
65661,115 42 115
65662,160 78 83
65663,146 149 152
65664,191 142 103
65665,98 168 18
65666,77 51
65667,48 176 197
65668,116 34
65669,183 38 118
65670,142 123
65671,43 63 26
65672,166 39
65673,5 149
65674,112 39
65675,194 26 128
65676,66 105
65677,45 73
65678,182 162
65679,99 182 135
65680,89 70
65681,68 114
65682,30 62 60
65683,4 92
65684,130 52
65685,194 20 186
65686,62 14 101
65687,146 31 172
65688,114 158 32
65689,98 105 14
65690,63 115 94
65691,113 109 125
65692,16 188 194
65693,105 107
65694,129 184 2
65695,69 160 154
65696,139 169
65697,82 26 36
65698,101 178
65699,46 83 101
65700,32 143 193
65701,16 161 165
65702,37 190
65703,152 194
65704,45 74 91
65705,123 148
65706,12 192
65707,145 12
65708,44 148
65709,13 151
65710,166 117 57
65711,184 41
65712,27 73 117
65713,48 113
65714,134 18 92
65715,198 153
65716,122 43
65717,11 198
65718,116 72 199
65719,134 82
65720,116 165
65721,187 36 65
65722,165 183
65723,21 34 125
65724,100 37 81
65725,156 145 43
65726,38 10 179
65727,102 90
65728,139 203 171
65729,160 188 160
65730,50 118
65731,164 54
65732,180 88 151
65733,166 183 1
65734,101 42 29
65735,33 25 31
65736,155 1
65737,37 20 119
65738,181 90 90
65739,100 39 111
65740,98 17
65741,32 168 21
65742,68 190
65743,55 43
65744,60 59
65745,43 123 126
65746,49 161
65747,65 28 186
65748,83 103
65749,145 161 142
65750,31 161 115
65751,29 122
65752,53 158
65753,99 44 115
65754,19 63
65755,6 86
65756,121 161
65757,29 159 86
65758,99 179
65759,4 162
65760,22 168 158
65761,104 58 199
65762,176 98
65763,56 197 181
65764,44 146 98
65765,157 11
65766,158 14 43
65767,188 28 190
65768,125 98
65769,193 125
65770,3 78 101
65771,132 129
65772,202 147 35
65773,184 202
65774,28 30
65775,85 165 3
65776,87 182
65777,68 200
65778,137 113
65779,170 141
65780,58 131 49
65781,172 18 195
65782,110 200
65783,120 99
65784,73 37
65785,137 90
65786,52 145 14
65787,132 164 192
65788,188 49 135
65789,72 13 137
65790,110 140
65791,98 32
65792,16 144 21
65793,80 126
65794,11 129 162
65795,116 26
65796,31 191 142
65797,9 115 200
65798,1 145
65799,38 182
65800,189 22
65801,172 112
65802,108 129 46
65803,3 41 24
65804,152 159 104
65805,4 108
65806,15 158 59
65807,83 44 117
65808,84 153 23
65809,49 54 29
65810,135 151
65811,183 176 134
65812,186 184
65813,157 69
65814,163 105 63
65815,57 42
65816,18 70
65817,59 126 68
65818,184 162
65819,200 185 190
65820,17 168
65821,137 132 75
65822,190 154 27
65823,92 176
65824,160 137
65825,68 90
65826,108 97 1
65827,108 172
65828,97 121
65829,149 159 22
65830,174 146
65831,1 179
65832,81 123
65833,51 59 76
65834,27 198 72
65835,154 142 11
65836,175 7
65837,148 93
65838,177 189
65839,72 31 153
65840,53 139 49
65841,154 139 72
65842,197 83
65843,166 170
65844,72 68
65845,165 23
65846,156 50 9
65847,179 55
65848,62 34 166
65849,156 177 63
65850,190 152
65851,120 133
65852,155 178
65853,51 154 120
65854,199 75
65855,197 24 70
65856,5 176
65857,8 92
65858,96 16 118
65859,181 106 125
65860,37 195 89
65861,28 150
65862,161 101 135
65863,150 17
65864,31 68
65865,78 181
65866,198 77 63
65867,93 115
65868,54 80
65869,176 187 21
65870,146 22 49
65871,38 134 34
65872,34 201
65873,24 167
65874,78 32 144
65875,169 17
65876,161 150
65877,33 110 180
65878,155 167 183
65879,55 106 118
65880,156 141
65881,24 50
65882,78 95 105
65883,62 135
65884,160 93
65885,55 87
65886,86 6 23
65887,143 107
65888,124 16
65889,102 187 136
65890,73 37 183
65891,121 164 50
65892,132 113 162
65893,181 194 32
65894,183 75
65895,36 173
65896,56 94
65897,55 65 45
65898,102 162
65899,110 150
65900,194 64
65901,113 122 122
65902,24 73
65903,64 11 43
65904,14 27
65905,119 119 157
65906,19 195
65907,88 4
65908,202 158
65909,196 190 85
65910,113 47 39
65911,63 148
65912,196 200 64
65913,32 24
65914,98 93
65915,118 102 17
65916,180 157
65917,126 11
65918,137 162 31
65919,6 33 142
65920,21 17 165
65921,174 56 77
65922,193 108 178
65923,32 186 176
65924,84 92 190
65925,87 120
65926,166 78
65927,157 173
65928,63 91 71
65929,50 60
65930,60 46 105
65931,17 149 71
65932,43 23
65933,135 64
65934,107 88
65935,90 184
65936,35 142 61
65937,64 199 152
65938,150 127
65939,158 169 84
65940,157 116
65941,90 200
65942,152 154
65943,82 40
65944,68 80 60
65945,3 45
65946,154 100 194
65947,89 192 188
65948,157 6 23
65949,71 78
65950,123 166 4
65951,65 71 22
65952,32 102
65953,109 132
65954,1 44
65955,23 84 15
65956,71 142 190
65957,108 4 77
65958,125 185
65959,120 48 4
65960,66 52 21
65961,184 203
65962,158 68 79
65963,76 76
65964,60 143
65965,61 27
65966,47 59
65967,156 174
65968,159 5 4
65969,43 107
65970,26 149
65971,82 26
65972,44 72 159
65973,119 129 188
65974,94 65 114
65975,123 60 27
65976,181 27
65977,32 44 148
65978,57 85 160
65979,131 183 197
65980,73 50
65981,128 144
65982,184 180
65983,81 112
65984,194 92 77
65985,89 203 90
65986,127 4 55
65987,12 106
65988,48 132 185
65989,22 88
65990,2 63 188
65991,136 16
65992,8 159
65993,35 135
65994,162 189 52
65995,86 74
65996,114 43 103
65997,29 14
65998,6 51 42
65999,78 156 180
66000,137 112 8
66001,43 142
66002,93 71
66003,190 107
66004,35 166 147
66005,20 55 99
66006,124 80 114
66007,44 100 177
66008,182 180 57
66009,156 160 72
66010,94 128
66011,196 29
66012,48 169 27
66013,15 39
66014,72 127 105
66015,24 153 33
66016,20 19 83
66017,24 140 167
66018,96 160
66019,203 202 177
66020,51 157 64
66021,189 135 38
66022,141 126
66023,36 166 13
66024,121 122 153
66025,171 8
66026,147 62
66027,143 196
66028,172 58
66029,39 45
66030,96 24
66031,128 147 140
66032,1 61 193
66033,200 27
66034,93 24
66035,40 59
66036,122 194 98
66037,161 129
66038,15 17 7
66039,62 39 65
66040,118 84 143
66041,79 77 88
66042,140 108
66043,102 26
66044,195 197
66045,64 157 28
66046,168 149
66047,76 94
66048,26 200 93
66049,44 166
66050,51 80 200
66051,50 196
66052,161 73
66053,47 182 188
66054,134 78 93
66055,201 2
66056,156 150
66057,117 197
66058,184 99 203
66059,23 35
66060,139 47
66061,119 192 123
66062,44 182 144
66063,67 179
66064,134 86 72
66065,58 57 55
66066,16 153 103
66067,133 159
66068,1 10
66069,120 105
66070,3 44 111
66071,139 94
66072,16 165 8
66073,19 77
66074,196 185
66075,187 90 120
66076,61 31
66077,106 79 84
66078,35 146
66079,88 72
66080,4 40 69
66081,152 164
66082,183 121
66083,95 187 7
66084,116 8
66085,88 8
66086,123 102
66087,102 165
66088,142 139 189
66089,87 31
66090,56 55 33
66091,170 92
66092,97 127
66093,146 170
66094,137 162
66095,38 104 125
66096,96 15 4
66097,196 95 83
66098,130 156
66099,165 111 50
66100,127 96
66101,53 113
66102,203 88 102
66103,131 51
66104,11 91
66105,187 20 23
66106,11 100 63
66107,11 30 184
66108,125 124 32
66109,126 68
66110,125 44 30
66111,48 74
66112,66 24 162
66113,127 62 165
66114,19 170
66115,138 55 156
66116,23 12 90
66117,142 2
66118,57 137
66119,8 161 197
66120,2 52
66121,173 35
66122,123 17
66123,77 37 53
66124,19 112 82
66125,67 197 84
66126,196 41 32
66127,19 117
66128,82 85
66129,186 195 52
66130,184 51
66131,81 159
66132,152 201 10
66133,22 188 119
66134,59 81
66135,159 197
66136,72 5
66137,176 144 164
66138,103 159 69
66139,185 157 139
66140,115 190
66141,194 97
66142,81 111 115
66143,143 61 170
66144,57 20 28
66145,10 100 56
66146,76 19 106
66147,16 1
66148,119 50 57
66149,40 167
66150,92 27
66151,48 46
66152,16 132
66153,101 126 90
66154,76 62
66155,103 173
66156,9 78 193
66157,63 94 86
66158,12 40 45
66159,153 61 108
66160,10 132
66161,130 44 129
66162,67 142
66163,65 167
66164,102 203 110
66165,115 102
66166,111 192
66167,87 20 103
66168,14 146 53
66169,143 31
66170,176 54 59
66171,20 106 18
66172,128 113 142
66173,65 162 88
66174,155 42 180
66175,193 134
66176,124 64 194
66177,146 199 74
66178,186 54 75
66179,120 79
66180,176 43 60
66181,172 111
66182,125 163
66183,129 123
66184,54 40 58
66185,94 11 91
66186,94 75 154
66187,81 62 119
66188,163 89
66189,91 171 70
66190,35 126
66191,101 75 24
66192,107 49 26
66193,106 198
66194,94 106 181
66195,6 96
66196,180 132
66197,53 114
66198,109 64
66199,57 136 86
66200,20 2 112
66201,118 175 136
66202,59 48
66203,119 79
66204,134 160
66205,133 30 95
66206,131 36 108
66207,106 28
66208,5 63
66209,158 105
66210,149 150 146
66211,108 164
66212,158 44 37
66213,189 151 49
66214,92 49
66215,177 192 52
66216,70 109 78
66217,123 116 165
66218,191 72 169
66219,150 167 32
66220,154 50
66221,187 171
66222,158 42
66223,173 184
66224,1 13
66225,124 15 177
66226,3 180
66227,106 49 53
66228,163 130 139
66229,132 147 64
66230,153 47 187
66231,53 200 137
66232,104 94
66233,106 117 115
66234,66 84 152
66235,132 120 15
66236,27 146 113
66237,66 66
66238,142 62
66239,195 95 73
66240,199 69 136
66241,48 158 152
66242,126 190
66243,194 168 52
66244,129 74 3
66245,18 49 126
66246,107 47
66247,176 27
66248,62 165
66249,196 181 21
66250,69 127 58
66251,127 65
66252,203 99 72
66253,23 137 88
66254,145 20
66255,115 82
66256,104 33
66257,119 97 91
66258,49 101
66259,122 116 54
66260,202 148
66261,36 67
66262,200 89
66263,26 187 201
66264,117 184
66265,124 177
66266,115 188
66267,61 192 74
66268,198 162
66269,178 116 46
66270,29 150 147
66271,193 64
66272,155 57
66273,46 76 187
66274,12 57
66275,39 136
66276,134 171 2
66277,11 14 56
66278,136 43
66279,8 73 16
66280,117 76 24
66281,12 199 62
66282,53 72 60
66283,163 115
66284,68 95
66285,126 169
66286,195 183
66287,181 88 200
66288,48 109
66289,122 98
66290,47 122
66291,39 200 115
66292,7 103
66293,163 73 58
66294,196 154 110
66295,35 59
66296,141 196 49
66297,190 184 132
66298,28 164
66299,181 198 137
66300,19 62
66301,101 31
66302,147 17 178
66303,12 140
66304,200 122 164
66305,23 46
66306,12 101
66307,192 16 53
66308,130 138 100
66309,120 200 48
66310,149 193
66311,82 87 202
66312,169 173 32
66313,45 107
66314,92 29
66315,128 57 43
66316,9 20 75
66317,23 140 104
66318,178 91 196
66319,166 86
66320,35 142 98
66321,155 198 84
66322,80 73 78
66323,19 187 88
66324,116 197 112
66325,177 8
66326,47 156
66327,190 14
66328,107 59 109
66329,186 144 31
66330,176 133
66331,2 93 203
66332,181 184 24
66333,69 83
66334,136 97
66335,15 39
66336,161 145 79
66337,158 49
66338,53 54 51
66339,154 71
66340,124 114
66341,187 164
66342,119 69 31
66343,67 114 10
66344,9 163 65
66345,74 23
66346,10 54
66347,144 36 38
66348,1 27 155
66349,92 123
66350,198 26
66351,180 20 131
66352,174 43 131
66353,116 154 137
66354,23 83 194
66355,138 44
66356,27 43 74
66357,170 4 111
66358,108 196 156
66359,158 20
66360,84 57 99
66361,150 76 143
66362,74 176 83
66363,77 24
66364,31 140 157
66365,130 150 161
66366,33 173
66367,161 21
66368,79 103
66369,153 160 149
66370,102 144
66371,98 155 28
66372,17 137 26
66373,95 9
66374,47 188 58
66375,46 82 192
66376,138 191
66377,34 67
66378,83 178
66379,180 160
66380,178 172 43
66381,168 153
66382,177 71 57
66383,126 14
66384,54 110 3
66385,71 94 42
66386,182 88
66387,71 182 6
66388,41 107 156
66389,98 83
66390,45 123 31
66391,143 168
66392,123 181 138
66393,23 109
66394,153 12 66
66395,137 107
66396,194 166
66397,80 169 181
66398,41 87 194
66399,118 59
66400,173 138 143
66401,52 196
66402,172 183
66403,102 51
66404,180 203
66405,135 47 134
66406,82 160 20
66407,125 27 173
66408,12 83 137
66409,38 39
66410,32 81
66411,178 99
66412,123 73 86
66413,47 142
66414,55 125
66415,5 62
66416,135 50 54
66417,173 62 142
66418,165 36
66419,141 146 144
66420,98 198 184
66421,89 121
66422,200 201 141
66423,89 132
66424,172 78 98
66425,128 148
66426,97 61
66427,57 166
66428,9 143 109
66429,116 40 185
66430,168 32 83
66431,157 162
66432,174 82
66433,106 177 13
66434,107 99 148
66435,46 33
66436,177 95 94
66437,150 148 105
66438,182 8 96
66439,30 149
66440,186 106
66441,202 27 52
66442,66 185 192
66443,162 78
66444,52 139 74
66445,38 159
66446,67 34
66447,51 7
66448,38 127 39
66449,180 189
66450,125 136
66451,101 92
66452,100 189 82
66453,156 66 78
66454,187 22 170
66455,60 35 81
66456,174 19 7
66457,153 156
66458,10 168 101
66459,60 47 157
66460,135 19 156
66461,14 171
66462,47 174 23
66463,15 116 21
66464,155 17 148
66465,179 157 202
66466,42 101 54
66467,32 169 50
66468,152 144 44
66469,59 154
66470,98 33 188
66471,105 126 7
66472,12 82
66473,134 173
66474,180 19 25
66475,166 160
66476,172 93
66477,23 190 151
66478,131 149
66479,159 20
66480,81 5 64
66481,24 30 109
66482,9 69 122
66483,121 155
66484,134 40
66485,75 86 139
66486,153 127
66487,31 112
66488,193 38
66489,12 124
66490,165 60
66491,103 112 38
66492,142 115 164
66493,105 86
66494,161 118 121
66495,17 148 174
66496,125 19
66497,170 36 47
66498,129 155
66499,48 149
66500,195 118
66501,184 181 93
66502,105 75 113
66503,74 164 164
66504,54 95 187
66505,55 78
66506,86 35 130
66507,118 23
66508,94 124 86
66509,156 84 10
66510,43 174 140
66511,191 109
66512,15 70
66513,96 88
66514,93 18 163
66515,37 150
66516,137 45
66517,12 186
66518,100 167
66519,181 58
66520,38 85
66521,120 13
66522,14 176
66523,194 170
66524,31 69 46
66525,33 75 108
66526,16 43
66527,154 144 22
66528,175 113
66529,140 171
66530,9 179
66531,151 19 203
66532,16 22
66533,91 26
66534,149 26 202
66535,195 31 77
66536,130 182
66537,163 44 26
66538,23 114
66539,94 153
66540,87 130 40
66541,190 21 200
66542,6 120
66543,78 174 33
66544,185 24 120
66545,104 56 10
66546,29 197
66547,62 23
66548,74 24 15
66549,19 105
66550,12 53 34
66551,86 108
66552,153 27
66553,2 159
66554,26 9 74
66555,77 191 106
66556,14 10
66557,9 120 176
66558,109 143
66559,49 72 73
66560,54 203 121
66561,185 54
66562,38 135 93
66563,118 155
66564,135 194 15
66565,181 45 64
66566,94 111
66567,18 203
66568,87 83
66569,184 41 23
66570,80 23
66571,11 10 112
66572,192 104
66573,139 64 171
66574,69 12
66575,17 36 72
66576,143 193 179
66577,143 184 10
66578,8 184
66579,156 155
66580,58 91 60
66581,171 125 181
66582,165 117 87
66583,58 134
66584,163 109 53
66585,116 179 86
66586,174 73 17
66587,162 89
66588,66 10
66589,131 123
66590,3 133
66591,97 170 15
66592,58 176 80
66593,2 47 85
66594,7 160
66595,37 130 2
66596,67 65
66597,158 137
66598,60 92 21
66599,168 9 145
66600,74 165
66601,51 82
66602,51 203
66603,147 134 22
66604,172 98
66605,2 5
66606,178 129
66607,6 100
66608,35 192
66609,86 156
66610,14 149 167
66611,141 192
